date	palladium	platinum	gold
2014-04-25	900.58	1606.13	1472.48
2014-04-26	928.73	1631.06	1495.04
2014-04-29	938.15	1653.93	1507.99
2014-04-30	914.74	1622.88	1480.28
2014-05-01	922.25	1632.03	1483.88
2014-05-06	940.21	1641.91	1476.28
2014-05-07	933.12	1659.89	1499.98
2014-05-08	931.27	1657.11	1496.19
2014-05-09	904.48	1618.61	1454.44
2014-05-13	908.99	1619.89	1463.39
2014-05-14	904.96	1618.15	1449.67
2014-05-15	917.29	1635.94	1450.97
2014-05-16	919.29	1643.9	1454.52
2014-05-17	903.49	1633.67	1446.65
2014-05-20	914.74	1651.89	1453.08
2014-05-21	908.86	1634.17	1436.71
2014-05-22	918.63	1640.88	1433.41
2014-05-23	913.67	1627.85	1426.71
2014-05-24	921.19	1637.17	1425.36
2014-05-27	907.16	1624.78	1414.97
2014-05-28	915.26	1622.35	1413.08
2014-05-29	932.55	1621.16	1402.99
2014-05-30	931.27	1617.47	1396.91
2014-05-31	928.03	1627.12	1400.42
2014-06-03	935.5	1615.24	1396.23
2014-06-04	938.79	1616.43	1400.58
2014-06-05	941.1	1605.4	1407.69
2014-06-06	935.91	1603.62	1396.86
2014-06-07	937.09	1619.02	1397.28
2014-06-10	931.56	1602.64	1385.2
2014-06-11	932.59	1615.45	1385.07
2014-06-12	941.29	1628.77	1393.17
2014-06-17	902.38	1595.83	1424.41
2014-06-18	907.63	1601.5	1415.17
2014-06-19	923.66	1620.05	1420.76
2014-06-20	912.06	1604.65	1413.85
2014-06-21	917.37	1617.84	1449.64
2014-06-24	897.12	1595.87	1447.63
2014-06-25	903.51	1600.54	1445.4
2014-06-26	899.36	1589.42	1430.26
2014-06-27	898.47	1584.26	1423.13
2014-06-28	905.0	1593.76	1422.11
2014-07-01	917.26	1611.46	1428.66
2014-07-02	929.87	1635.25	1458.91
2014-07-03	940.38	1661.63	1460.95
2014-07-04	941.08	1655.68	1453.94
2014-07-05	949.03	1655.29	1458.31
2014-07-08	960.27	1664.91	1459.57
2014-07-09	960.71	1652.47	1459.06
2014-07-10	954.23	1642.25	1448.88
2014-07-11	949.68	1643.71	1461.23
2014-07-12	949.36	1650.16	1463.46
2014-07-15	961.99	1652.6	1457.61
2014-07-16	963.64	1653.22	1449.88
2014-07-17	960.69	1637.26	1434.4
2014-07-18	986.82	1669.31	1457.57
2014-07-19	991.45	1683.32	1481.25
2014-07-22	995.04	1683.23	1481.0
2014-07-23	980.07	1671.75	1472.36
2014-07-24	977.04	1661.97	1463.31
2014-07-25	981.19	1660.13	1466.14
2014-07-26	986.12	1657.81	1456.64
2014-07-29	1005.7	1687.54	1482.99
2014-07-30	1013.91	1704.74	1497.94
2014-07-31	1011.96	1703.45	1490.38
2014-08-01	1002.8	1681.97	1475.71
2014-08-02	1001.63	1678.19	1475.45
2014-08-05	996.32	1681.93	1483.01
2014-08-06	984.07	1683.85	1487.9
2014-08-07	983.34	1689.21	1495.91
2014-08-08	996.46	1708.55	1517.42
2014-08-09	1005.38	1735.39	1543.8
2014-08-12	996.7	1703.66	1516.2
2014-08-13	1015.25	1706.78	1521.14
2014-08-14	1021.33	1711.92	1524.71
2014-08-15	1020.81	1705.6	1523.69
2014-08-16	1024.36	1689.91	1520.45
2014-08-19	1042.53	1684.27	1509.07
2014-08-20	1039.04	1679.88	1509.52
2014-08-21	1013.23	1667.75	1507.61
2014-08-22	1016.24	1663.36	1495.74
2014-08-23	1020.93	1647.14	1482.77
2014-08-26	1025.42	1644.38	1483.25
2014-08-27	1029.35	1652.07	1494.65
2014-08-28	1030.62	1651.08	1493.06
2014-08-29	1047.02	1663.32	1503.41
2014-08-30	1062.7	1690.83	1526.67
2014-09-02	1089.93	1707.44	1543.47
2014-09-03	1081.89	1702.69	1534.28
2014-09-04	1051.03	1686.93	1521.96
2014-09-05	1043.64	1670.78	1503.93
2014-09-06	1052.93	1667.83	1500.45
2014-09-09	1065.97	1681.23	1511.02
2014-09-10	1048.76	1660.63	1495.16
2014-09-11	1022.94	1655.1	1498.85
2014-09-12	1019.01	1654.68	1498.47
2014-09-13	1003.6	1651.28	1497.84
2014-09-16	1031.98	1674.38	1507.98
2014-09-17	1044.07	1703.61	1541.52
2014-09-18	1041.24	1685.23	1525.47
2014-09-19	1025.27	1667.6	1510.72
2014-09-20	1021.36	1663.57	1509.81
2014-09-23	1000.94	1650.86	1505.74
2014-09-24	1014.43	1669.59	1522.89
2014-09-25	1015.62	1647.44	1510.47
2014-09-26	986.35	1605.74	1490.6
2014-09-27	1002.24	1635.95	1521.72
2014-09-30	995.32	1650.0	1542.05
2014-10-01	995.24	1654.94	1532.12
2014-10-02	980.56	1624.49	1540.97
2014-10-03	994.3	1626.22	1544.21
2014-10-04	982.77	1591.57	1541.16
2014-10-07	966.66	1564.39	1533.86
2014-10-08	983.85	1615.04	1542.85
2014-10-09	1020.64	1641.52	1568.25
2014-10-10	1033.45	1650.44	1577.81
2014-10-11	1022.65	1635.47	1580.2
2014-10-14	1021.63	1638.75	1592.08
2014-10-15	1029.43	1657.52	1606.7
2014-10-16	1026.72	1646.69	1610.5
2014-10-17	996.91	1642.74	1625.71
2014-10-18	995.0	1660.09	1633.7
2014-10-21	991.03	1666.62	1631.13
2014-10-22	1007.0	1680.09	1652.05
2014-10-23	1018.14	1676.7	1642.12
2014-10-24	1020.6	1680.99	1654.98
2014-10-25	1057.91	1685.66	1655.75
2014-10-28	1053.34	1693.98	1659.59
2014-10-29	1072.66	1714.63	1674.08
2014-10-30	1091.56	1741.56	1683.97
2014-10-31	1100.78	1748.13	1682.21
2014-11-01	1050.97	1662.13	1582.87
2014-11-06	1089.16	1712.96	1634.81
2014-11-07	1104.08	1757.82	1662.66
2014-11-08	1160.63	1839.46	1762.49
2014-11-11	1136.12	1786.81	1729.26
2014-11-12	1124.29	1766.96	1700.85
2014-11-13	1153.1	1790.74	1733.01
2014-11-14	1147.76	1782.44	1721.64
2014-11-15	1168.67	1817.76	1758.33
2014-11-18	1162.65	1833.75	1806.36
2014-11-19	1166.05	1821.58	1815.54
2014-11-20	1167.29	1823.51	1815.57
2014-11-21	1151.72	1798.9	1792.9
2014-11-22	1143.95	1790.27	1756.78
2014-11-25	1136.06	1756.65	1722.09
2014-11-26	1149.57	1759.79	1738.46
2014-11-27	1186.6	1822.44	1784.75
2014-11-28	1227.45	1871.06	1833.51
2014-11-29	1274.93	1925.09	1878.31
2014-12-02	1339.16	1995.42	1963.36
2014-12-03	1304.14	1989.68	1953.77
2014-12-04	1416.22	2140.07	2103.79
2014-12-05	1353.61	2093.94	2039.73
2014-12-06	1367.7	2110.45	2056.67
2014-12-09	1379.68	2111.51	2048.52
2014-12-10	1399.58	2147.3	2102.86
2014-12-11	1422.18	2181.26	2143.3
2014-12-12	1439.26	2180.91	2148.32
2014-12-13	1494.39	2266.27	2237.92
2014-12-16	1525.08	2288.56	2271.21
2014-12-17	1574.81	2390.72	2357.79
2014-12-18	1712.96	2617.39	2613.03
2014-12-19	1504.28	2303.36	2320.13
2014-12-20	1545.18	2339.23	2336.31
2014-12-23	1463.96	2177.77	2170.96
2014-12-24	1421.08	2084.25	2069.34
2014-12-25	1417.32	2100.57	2062.03
2014-12-26	1368.54	2013.05	1991.06
2014-12-27	1353.41	1990.8	1969.05
2014-12-30	1481.53	2215.92	2175.83
2014-12-31	1465.09	2183.16	2146.08
2015-01-01	1442.85	2187.78	2168.34
2015-01-13	1623.7	2489.0	2464.8
2015-01-14	1688.63	2591.32	2582.98
2015-01-15	1676.71	2613.88	2611.23
2015-01-16	1607.11	2578.47	2574.82
2015-01-17	1619.73	2633.9	2636.52
2015-01-20	1589.68	2642.5	2664.44
2015-01-21	1604.62	2649.3	2699.97
2015-01-22	1639.76	2699.92	2735.75
2015-01-23	1608.53	2685.09	2706.12
2015-01-24	1579.55	2602.69	2636.32
2015-01-27	1617.51	2638.21	2705.17
2015-01-28	1707.18	2740.65	2788.62
2015-01-29	1699.09	2726.74	2778.56
2015-01-30	1745.69	2746.69	2818.51
2015-01-31	1735.22	2725.83	2800.07
2015-02-03	1726.85	2745.93	2854.0
2015-02-04	1730.08	2695.35	2791.22
2015-02-05	1653.88	2600.75	2670.72
2015-02-06	1742.66	2730.91	2787.71
2015-02-07	1685.93	2664.79	2683.9
2015-02-10	1655.99	2590.79	2627.27
2015-02-11	1639.14	2560.77	2603.9
2015-02-12	1635.35	2565.58	2623.99
2015-02-13	1646.99	2554.42	2603.83
2015-02-14	1628.02	2511.08	2564.97
2015-02-17	1581.51	2439.76	2485.09
2015-02-18	1579.8	2416.16	2468.18
2015-02-19	1568.85	2355.29	2420.49
2015-02-20	1550.1	2357.11	2432.51
2015-02-21	1545.89	2296.01	2388.29
2015-02-25	1598.76	2364.45	2441.02
2015-02-26	1617.92	2356.44	2427.88
2015-02-27	1590.8	2320.81	2381.32
2015-02-28	1585.8	2310.73	2373.77
2015-03-03	1632.47	2364.68	2434.2
2015-03-04	1654.19	2378.02	2421.63
2015-03-05	1643.17	2347.39	2395.63
2015-03-06	1650.36	2350.27	2385.56
2015-03-07	1587.44	2270.25	2307.86
2015-03-11	1570.09	2213.73	2264.44
2015-03-12	1616.19	2269.11	2335.11
2015-03-13	1560.07	2204.88	2275.92
2015-03-14	1567.24	2209.91	2279.9
2015-03-17	1574.55	2227.95	2311.87
2015-03-18	1542.61	2195.79	2292.57
2015-03-19	1510.85	2155.82	2266.28
2015-03-20	1488.87	2152.51	2239.07
2015-03-21	1488.14	2165.62	2261.64
2015-03-24	1481.18	2171.13	2257.9
2015-03-25	1460.61	2159.73	2254.68
2015-03-26	1417.01	2103.37	2200.33
2015-03-27	1398.73	2099.0	2194.06
2015-03-28	1410.56	2117.69	2223.48
2015-03-31	1400.35	2122.15	2231.92
2015-04-01	1360.46	2077.76	2185.73
2015-04-02	1384.57	2131.26	2216.16
2015-04-03	1368.71	2116.28	2201.48
2015-04-04	1370.32	2105.66	2186.86
2015-04-07	1364.59	2096.86	2177.71
2015-04-08	1375.16	2076.08	2149.91
2015-04-09	1335.76	2035.77	2103.69
2015-04-10	1275.4	1959.56	2020.37
2015-04-11	1259.31	1916.06	1973.36
2015-04-14	1317.99	1950.01	2018.86
2015-04-15	1264.97	1916.67	1990.95
2015-04-16	1235.65	1862.4	1931.98
2015-04-17	1228.16	1862.2	1923.85
2015-04-18	1267.16	1890.99	1956.86
2015-04-21	1287.04	1933.05	1993.1
2015-04-22	1343.09	1995.55	2078.33
2015-04-23	1324.85	1966.57	2074.22
2015-04-24	1259.19	1874.68	1970.49
2015-04-25	1247.16	1831.96	1925.9
2015-04-28	1270.86	1846.72	1957.17
2015-04-29	1299.89	1918.72	2020.29
2015-04-30	1286.61	1916.62	2002.72
2015-05-01	1284.08	1897.35	1980.05
2015-05-06	1301.28	1902.0	1975.88
2015-05-07	1269.49	1836.74	1914.27
2015-05-08	1279.14	1839.36	1915.46
2015-05-09	1284.14	1856.86	1933.95
2015-05-13	1286.62	1846.45	1938.85
2015-05-14	1253.41	1804.46	1900.02
2015-05-15	1260.65	1849.92	1955.78
2015-05-16	1258.99	1858.74	1955.7
2015-05-19	1251.66	1845.05	1943.4
2015-05-20	1239.58	1838.82	1928.39
2015-05-21	1256.66	1844.17	1931.82
2015-05-22	1248.67	1856.96	1941.38
2015-05-23	1250.22	1853.71	1938.55
2015-05-26	1232.77	1832.32	1930.26
2015-05-27	1265.2	1836.31	1931.77
2015-05-28	1287.6	1850.21	1948.38
2015-05-29	1324.77	1889.65	1999.68
2015-05-30	1330.1	1897.23	2027.34
2015-06-02	1319.53	1879.95	2016.32
2015-06-03	1328.15	1898.58	2042.48
2015-06-04	1306.71	1895.24	2024.2
2015-06-05	1343.68	1957.17	2090.56
2015-06-06	1368.93	1987.39	2126.45
2015-06-09	1349.58	1976.62	2114.28
2015-06-10	1348.16	2002.47	2122.9
2015-06-11	1316.64	1961.73	2090.4
2015-06-12	1299.07	1944.22	2069.57
2015-06-16	1302.47	1931.49	2093.64
2015-06-17	1285.72	1890.35	2053.84
2015-06-18	1265.03	1861.16	2042.25
2015-06-19	1243.09	1872.34	2054.09
2015-06-20	1241.94	1869.84	2072.47
2015-06-23	1205.33	1845.87	2055.42
2015-06-24	1223.47	1870.06	2062.38
2015-06-25	1222.19	1860.24	2044.09
2015-06-26	1220.08	1887.18	2062.03
2015-06-27	1191.29	1897.96	2069.6
2015-06-30	1197.83	1919.02	2100.21
2015-07-01	1202.88	1944.35	2109.52
2015-07-02	1225.32	1935.18	2089.82
2015-07-03	1248.98	1930.72	2083.36
2015-07-04	1235.33	1941.48	2088.52
2015-07-07	1216.97	1929.74	2111.55
2015-07-08	1249.11	1946.34	2145.48
2015-07-09	1166.29	1867.17	2123.34
2015-07-10	1203.6	1901.57	2128.92
2015-07-11	1184.26	1882.06	2117.82
2015-07-14	1182.99	1872.76	2101.99
2015-07-15	1201.7	1883.16	2112.51
2015-07-16	1191.45	1869.16	2103.72
2015-07-17	1166.34	1843.81	2096.67
2015-07-18	1144.03	1834.83	2088.86
2015-07-21	1116.44	1796.18	2037.37
2015-07-22	1132.59	1807.01	2030.6
2015-07-23	1134.84	1774.67	2010.8
2015-07-24	1174.69	1831.19	2031.55
2015-07-25	1162.48	1824.89	2022.22
2015-07-28	1183.06	1861.52	2076.21
2015-07-29	1194.65	1897.49	2121.32
2015-07-30	1202.88	1896.56	2107.44
2015-07-31	1177.78	1868.14	2059.03
2015-08-01	1187.38	1897.48	2095.47
2015-08-04	1231.14	1962.19	2195.16
2015-08-05	1203.61	1931.84	2210.18
2015-08-06	1201.8	1915.62	2190.86
2015-08-07	1229.92	1950.62	2227.82
2015-08-08	1235.6	1956.03	2239.99
2015-08-11	1248.34	2003.14	2270.23
2015-08-12	1255.92	2020.05	2262.39
2015-08-13	1254.2	2069.44	2334.49
2015-08-14	1267.49	2039.09	2299.07
2015-08-15	1294.4	2071.05	2331.49
2015-08-18	1301.5	2095.45	2353.01
2015-08-19	1276.22	2103.75	2368.62
2015-08-20	1253.02	2100.34	2373.34
2015-08-21	1319.69	2187.28	2449.82
2015-08-22	1327.24	2247.1	2517.26
2015-08-25	1339.71	2270.0	2623.69
2015-08-26	1234.6	2210.59	2595.7
2015-08-27	1201.16	2181.7	2528.01
2015-08-28	1181.82	2144.63	2447.13
2015-08-29	1203.31	2135.18	2405.55
2015-09-01	1229.05	2151.38	2434.51
2015-09-02	1237.51	2117.84	2399.17
2015-09-03	1224.03	2160.82	2443.78
2015-09-04	1264.65	2180.28	2434.61
2015-09-05	1262.15	2189.18	2448.14
2015-09-08	1279.3	2179.87	2468.32
2015-09-09	1298.3	2196.27	2479.04
2015-09-10	1280.54	2178.44	2439.98
2015-09-11	1286.08	2175.77	2439.49
2015-09-12	1274.76	2134.07	2419.09
2015-09-15	1289.07	2088.74	2420.84
2015-09-16	1260.95	2057.68	2386.95
2015-09-17	1265.41	2034.83	2352.24
2015-09-18	1275.58	2027.89	2349.73
2015-09-19	1285.31	2061.98	2397.55
2015-09-22	1278.1	2084.09	2417.65
2015-09-23	1291.43	2050.97	2402.66
2015-09-24	1318.55	2000.12	2387.82
2015-09-25	1375.06	2014.48	2426.03
2015-09-26	1391.43	1993.18	2418.64
2015-09-29	1380.34	1951.44	2397.15
2015-09-30	1362.92	1925.12	2394.9
2015-10-01	1409.69	1952.85	2372.37
2015-10-02	1377.89	1906.88	2329.66
2015-10-03	1458.6	1905.94	2345.43
2015-10-06	1495.91	1945.31	2393.35
2015-10-07	1460.84	1923.37	2379.41
2015-10-08	1419.3	1893.07	2314.22
2015-10-09	1387.94	1868.62	2289.81
2015-10-10	1393.31	1917.52	2269.3
2015-10-13	1401.85	1938.6	2288.97
2015-10-14	1376.37	1964.53	2309.42
2015-10-15	1394.27	2013.27	2382.03
2015-10-16	1402.82	2007.17	2368.08
2015-10-17	1376.96	1966.81	2320.62
2015-10-20	1366.98	1997.13	2314.48
2015-10-21	1365.01	2016.54	2345.7
2015-10-22	1379.34	2039.81	2364.81
2015-10-23	1356.57	2018.71	2354.72
2015-10-24	1389.75	2012.95	2332.61
2015-10-27	1368.5	1981.41	2348.15
2015-10-28	1386.24	2019.13	2379.98
2015-10-29	1423.77	2093.65	2460.1
2015-10-30	1386.38	2054.81	2391.09
2015-10-31	1409.45	2057.26	2375.47
2015-11-03	1351.74	1997.86	2329.75
2015-11-04	1322.07	1993.37	2321.63
2015-11-06	1245.42	1940.49	2257.04
2015-11-07	1248.95	1949.18	2267.97
2015-11-10	1259.8	1945.84	2277.63
2015-11-11	1265.93	1885.96	2261.71
2015-11-12	1243.49	1868.35	2259.88
2015-11-13	1224.76	1860.29	2288.74
2015-11-14	1191.14	1878.83	2321.76
2015-11-17	1155.99	1848.3	2338.68
2015-11-18	1153.66	1825.23	2275.33
2015-11-19	1137.14	1772.36	2229.5
2015-11-20	1122.79	1792.71	2239.53
2015-11-21	1136.61	1801.9	2263.11
2015-11-24	1155.73	1786.32	2253.15
2015-11-25	1132.94	1772.2	2263.78
2015-11-26	1141.02	1768.36	2257.19
2015-11-27	1163.59	1797.12	2260.66
2015-11-28	1181.95	1805.94	2267.32
2015-12-01	1175.81	1778.74	2265.05
2015-12-02	1169.51	1793.68	2277.78
2015-12-03	1154.41	1808.86	2289.3
2015-12-04	1150.42	1806.25	2289.07
2015-12-05	1179.19	1853.64	2312.7
2015-12-08	1226.97	1925.27	2385.0
2015-12-09	1227.7	1922.88	2388.0
2015-12-10	1210.31	1886.66	2399.26
2015-12-11	1232.82	1913.77	2385.54
2015-12-12	1209.88	1901.56	2373.5
2015-12-15	1239.51	1903.3	2411.29
2015-12-16	1263.86	1931.08	2434.69
2015-12-17	1281.11	1957.88	2412.27
2015-12-18	1268.49	1956.07	2418.65
2015-12-19	1252.0	1930.74	2419.73
2015-12-22	1278.33	1988.51	2453.91
2015-12-23	1273.63	2007.63	2462.66
2015-12-24	1274.83	1995.49	2443.62
2015-12-25	1238.19	1953.39	2395.7
2015-12-26	1251.6	1974.54	2421.64
2015-12-29	1260.81	1989.08	2439.47
2015-12-30	1286.79	2058.4	2487.91
2015-12-31	1298.15	2080.79	2502.1
2016-01-01	1282.58	2044.62	2490.71
2016-01-12	1186.75	2126.87	2697.53
2016-01-13	1145.24	2061.43	2696.48
2016-01-14	1186.83	2066.5	2658.2
2016-01-15	1188.31	2081.39	2683.54
2016-01-16	1191.42	2050.53	2661.26
2016-01-19	1239.32	2089.14	2758.0
2016-01-20	1256.65	2094.41	2742.92
2016-01-21	1246.71	2100.0	2792.84
2016-01-22	1324.95	2195.7	2947.67
2016-01-23	1305.58	2134.51	2843.38
2016-01-26	1235.6	2103.52	2760.59
2016-01-27	1291.92	2268.09	2932.99
2016-01-28	1254.66	2217.25	2835.69
2016-01-29	1243.71	2198.88	2783.42
2016-01-30	1191.5	2088.15	2689.71
2016-02-02	1214.7	2122.67	2753.33
2016-02-03	1245.19	2154.66	2815.09
2016-02-04	1269.03	2196.59	2879.52
2016-02-05	1243.89	2187.86	2817.8
2016-02-06	1285.55	2265.26	2880.69
2016-02-09	1233.1	2238.86	2899.65
2016-02-10	1302.76	2339.91	3007.48
2016-02-11	1304.11	2343.84	3008.35
2016-02-12	1330.3	2388.43	3111.44
2016-02-13	1331.58	2433.15	3167.94
2016-02-16	1297.84	2340.62	3021.92
2016-02-17	1250.18	2296.9	2971.01
2016-02-18	1279.0	2342.76	3009.54
2016-02-19	1244.54	2285.3	2921.89
2016-02-20	1230.06	2305.44	2999.04
2016-02-21	1257.29	2333.56	3053.09
2016-02-25	1223.13	2298.89	3026.51
2016-02-26	1205.94	2308.72	3034.25
2016-02-27	1170.89	2225.9	2971.89
2016-03-01	1198.15	2245.0	3011.6
2016-03-02	1197.58	2233.26	2952.29
2016-03-03	1226.17	2220.36	2910.01
2016-03-04	1227.1	2221.6	2947.77
2016-03-05	1272.95	2256.49	2991.79
2016-03-10	1293.81	2275.8	2927.93
2016-03-11	1284.55	2237.69	2850.82
2016-03-12	1286.17	2206.16	2853.2
2016-03-15	1296.92	2185.59	2834.16
2016-03-16	1267.78	2159.08	2797.73
2016-03-17	1294.76	2208.17	2815.81
2016-03-18	1289.48	2166.77	2798.51
2016-03-19	1301.92	2148.61	2758.89
2016-03-22	1296.38	2137.03	2752.59
2016-03-23	1300.9	2137.66	2727.75
2016-03-24	1296.12	2142.08	2679.67
2016-03-25	1278.77	2109.86	2695.94
2016-03-26	1269.53	2105.61	2686.47
2016-03-29	1257.4	2085.49	2660.8
2016-03-30	1255.58	2088.94	2688.99
2016-03-31	1254.19	2108.42	2691.39
2016-04-01	1243.51	2116.15	2691.21
2016-04-02	1236.9	2119.78	2659.65
2016-04-05	1234.25	2095.35	2682.67
2016-04-06	1235.9	2115.2	2727.61
2016-04-07	1218.27	2106.08	2700.35
2016-04-08	1172.67	2059.81	2697.37
2016-04-09	1175.65	2073.65	2678.82
2016-04-12	1174.02	2097.69	2691.71
2016-04-13	1181.71	2126.66	2685.95
2016-04-14	1158.71	2101.74	2634.05
2016-04-15	1156.59	2118.63	2651.61
2016-04-16	1193.35	2097.92	2611.25
2016-04-19	1231.4	2155.5	2716.76
2016-04-20	1205.16	2089.51	2620.75
2016-04-21	1235.65	2140.1	2649.12
2016-04-22	1241.82	2144.97	2629.26
2016-04-23	1292.31	2195.01	2651.47
2016-04-26	1289.6	2159.32	2636.71
2016-04-27	1277.69	2160.11	2637.64
2016-04-28	1261.19	2128.52	2607.75
2016-04-29	1274.9	2160.43	2630.62
2016-04-30	1290.66	2192.47	2636.13
2016-05-05	1282.87	2246.61	2723.8
2016-05-06	1275.32	2239.22	2702.64
2016-05-07	1276.89	2257.96	2724.56
2016-05-11	1243.24	2230.58	2697.27
2016-05-12	1269.33	2253.28	2708.62
2016-05-13	1259.39	2209.67	2648.89
2016-05-14	1242.1	2202.38	2661.96
2016-05-17	1241.32	2196.82	2672.48
2016-05-18	1219.61	2177.87	2634.4
2016-05-19	1211.19	2173.44	2658.54
2016-05-20	1217.63	2169.18	2668.9
2016-05-21	1197.22	2174.63	2681.48
2016-05-24	1189.91	2192.27	2695.39
2016-05-25	1174.85	2170.77	2678.76
2016-05-26	1129.2	2112.21	2586.24
2016-05-27	1132.07	2098.52	2571.58
2016-05-28	1152.94	2108.41	2593.05
2016-05-31	1160.03	2090.61	2584.04
2016-06-01	1150.03	2073.02	2568.47
2016-06-02	1162.96	2086.05	2604.89
2016-06-03	1169.59	2090.23	2608.5
2016-06-04	1158.51	2063.39	2602.89
2016-06-07	1173.92	2085.56	2623.98
2016-06-08	1165.66	2079.74	2601.98
2016-06-09	1160.36	2094.06	2604.36
2016-06-10	1131.21	2049.29	2578.73
2016-06-11	1150.46	2063.76	2635.03
2016-06-15	1146.38	2086.84	2716.08
2016-06-16	1148.62	2074.73	2716.86
2016-06-17	1141.33	2083.62	2767.58
2016-06-18	1138.23	2055.55	2702.51
2016-06-21	1122.0	2010.94	2646.7
2016-06-22	1130.66	2034.36	2642.61
2016-06-23	1128.74	2009.6	2591.38
2016-06-24	1151.86	2016.27	2617.54
2016-06-25	1154.52	2056.23	2768.01
2016-06-28	1150.43	2072.86	2770.65
2016-06-29	1168.94	2039.92	2733.78
2016-06-30	1185.84	2041.13	2722.37
2016-07-01	1211.15	2071.54	2717.35
2016-07-02	1220.5	2126.1	2740.98
2016-07-05	1234.64	2160.11	2761.56
2016-07-06	1229.42	2184.03	2778.59
2016-07-07	1246.75	2225.45	2846.74
2016-07-08	1252.03	2236.35	2815.21
2016-07-09	1247.65	2224.7	2801.22
2016-07-12	1269.45	2256.12	2803.64
2016-07-13	1284.08	2259.98	2779.46
2016-07-14	1309.77	2241.79	2751.43
2016-07-15	1300.02	2209.62	2709.81
2016-07-16	1314.03	2225.92	2702.18
2016-07-19	1290.57	2201.69	2691.03
2016-07-20	1302.17	2207.41	2697.9
2016-07-21	1331.43	2208.18	2702.82
2016-07-22	1368.87	2227.48	2709.04
2016-07-23	1412.91	2273.12	2749.35
2016-07-26	1406.75	2237.45	2744.63
2016-07-27	1445.71	2297.5	2792.61
2016-07-28	1454.48	2321.66	2800.41
2016-07-29	1496.4	2442.27	2851.02
2016-07-30	1498.24	2431.68	2872.53